sentence,label
我这个大概全部好了以后 多久可以怀孕,无
我加你那,确定联系意愿
我就想问下口服液体跟静脉输液是不是有一样的效果,咨询疗效
你们就在瑞城名人酒店对面哈,咨询地址
你的好多我加你吧,确定联系意愿
去哪里做试管,咨询公司介绍
在成都，你们是哪个医院,咨询公司介绍
做前需要做什么准备吗,咨询注意事项
需要住院打消炎掉瓶不,咨询住院
请问生儿，和女有讲究吗,无
算了，私立医院没保障,无
等下我去问一下看拿的到不,无
好的，请问一下你是哪个医院的医生呢？,咨询公司介绍
我去医院检查有个巧克力囊肿4.8x3.3医生说手术，可以不手术吗,咨询治疗方式
意思就是把它疏通做了之后,无
我知道地址，不用发定位,无
两年了，生不生我都希望弄正常,无
你的电话我留了，需要的时候，我联系你,确定联系意愿
我有40岁，己经结扎，还可再生吗？,咨询疗效
一般事后多久才能怀上,无
现在内膜薄了，还不能移植，要等3个月,无
需要提前做什么准备吗,咨询注意事项
这个必须手术吗？,咨询治疗方式
给我去电,无
做了人工造伞端手术？,无
对后面有后遗症没得,咨询危害
不检查可以直接做手术吗,咨询术前准备
这个做了多久可以怀孕,无
肯定乜疼,咨询疼痛程度
加扣扣得行不,确定联系意愿
在处理后 短时间内怀孕，我怕风险很大,咨询危害
住院调理还是,咨询治疗方式
麻烦给我来电话说的比较清楚,确定联系意愿
需要准备什么？,咨询注意事项
大概几天啊,咨询疗程
感觉这个东西不管怎么弄都很痛苦,无
嗯，向医生,咨询专家
问题是我很多报告在李主任那,无
这个病能调回来吗,咨询治疗方式
是不是我做了手术平躺手机短了,无
左侧VCI,咨询项目介绍
我拿到报告以后，医生已经下班了，,无
还说给我刮掉了可能还会长,无
这个可以补充雌激素吧？,无
是不是打孕酮针效果好一点呢？,咨询疗效
18723097618能电话沟通吗医生，电话里说得比较清楚,确定联系意愿
喝酒吗？,无
我保存你的电话，需要时和你联系,确定联系意愿
你是男医生？还是女医生？,无
一般需要半年吗,无
增高会怎么样,咨询危害
有QQ可以吗,确定联系意愿
需要准备,无
可以国庆经期都过了那么几天能取吗,咨询手术
复发几率太高,无
哦，需要准备什么,咨询注意事项
华西医院没有不孕专家科吗？,咨询专家
促卵泡激素14.75，可以调理好吗,咨询治疗方式
怎么坐,无
因为工作原因，所以时常喝酒，就想问问,无
现在不是放假,无
我把手机号码发给你，你给我联系吧,确定联系意愿
想知道要不要脱裤子什么的,咨询注意事项
有用嘛,咨询疗效
一个月来2次姨妈，去医院治疗了，会不会有什么副作用,咨询副作用
可能我们那时候去华西医院治疗的话可能早就成功了,无
现在有人吗，没的话明天再问,无
上面这个是你电话吧？我等会儿空了打给你？,咨询电话
现在就是不知道彻底消除完没有,咨询检查方式
罗继芳,无
因为我8.14号打完瘦脸针，怕怀孕对胎儿有影响,咨询危害
我想问下。我刚做了腹腔镜手术，需要休息些什么？不能吃什么？,咨询恢复期
一般要监测几次,咨询检查方式
不生我就是想了解一下，会不会有后遗症呀,咨询危害
哦哦，这个我听说过，好像副作用小些,无
但是痛得很啊,无
15907938850  打电话说吧,确定联系意愿
为什么不能在大姨妈来之前取？,咨询术前准备
感觉疼痛的程度跟情绪有关,无
要在医院待这么久啊,咨询恢复期
可以吃些是你,无
真医院假医院,咨询公立私立
这个疼痛会维持多久啊？,咨询疼痛程度
那月斤干净了就可以去呢？,咨询注意事项
注意要什么细节吗,无
要监测几次呀,咨询检查方式
经期来潮3－5天之内早上9点左右空腹检查？,咨询注意事项
@qq.com,无
这个影响娃娃成长不,咨询危害
要吃一次就可以吗？,咨询食疗
做视管不是更快吗,咨询项目介绍
月经干净后三天就可以安吗,无
听说月经完了不过性生活才能取？是这样吗？,咨询术前准备
到你们那吗？,确定预约时间
没有不痛,无
就让做手术吧,无
你是医生吗在那里呢,咨询公司介绍
你们中午可以检查不啊？我只有中午两个小时时间,确定预约时间
在大夫指导下同房？,无
最近需要注意饮食上吗,咨询食疗
不知道找什么医生,咨询专家
礼拜二上班,无
QQ号行不行,确定联系意愿
是的 我想问一下成都华西附二医院 不孕不育哪个专家好,咨询专家
可以和男朋友同房吗,咨询注意事项
有住院的,无
请问一下吃促排卵的药和打针需要多久？,咨询疗程
要几天,咨询疗程
清宫一般需要多长时间，孕妇一般醒来时间是多少？,咨询手术时长
排卵期能同房吗？,无
你是刚才那位吗,无
把内裤都要打湿,无
今天心电的下班了,无
那采取措施同房的应该可以上,咨询注意事项
如果剖腹产应该提前住院吧？,咨询注意事项
不坐月吗,无
怕痛，又怕感染,无
之前有个朋友做过这个检查说她通而不畅，影响受孕吗,咨询危害
第三次会不会有什么风险呢？,咨询危害
一天就能排出来吗,咨询疗程
大概都是几天,咨询疗程
已经已经入院准备手术，手术前应做那些检查，血糖偏高会不会影响手术,咨询危害
我检查都已经检查了，可以直接来医院做手术吗？,确定预约时间
剖腹产术后粘连什么感觉,咨询项目介绍
哦，现在成都那边能安排手术吗,确定预约时间
痛而不畅也可以？,无
那如果吃了有什么副作用吗,咨询药物
比如有后遗症这些没有,咨询危害
就是叫住院,描述就诊史
要多久才可以呢？,咨询疗程
那他可以晚几年再去不？,无
我想住院手术,确定预约时间
所以很纠结，去3甲呢？又太慢，私立的，又怕不保险,无
主要是我打算近期再去做个近视眼镜手术，需要表麻。做了近视手术后，需要再过三个月哇,无
有大巴坐到成都车站,无
我超级怕痛,无
听说无痛2000,咨询价格
不是吧  只是要不要的痛一下,无
是扣扣,确定联系意愿
手术前，手术室，手术时，还没有手术，准确手术那候儿,无
准备手术那时,无
考虑转院,无
到医院怎么做,无
不知道，该怎么去你们的医院，所以我想问一下,咨询路线
还没做呢！我是问术前。,咨询术前准备
一个私立医院,无
我现在找个qq哈！,确定联系意愿
可是太疼了,无
现在还小，住院治疗,无
哦哦，那要多久才能看到,咨询检查最佳时间
华西医院星期六是不是也可以检查，化验血那些,咨询公司介绍
不住院，不吃药，那种,咨询治疗方式
不用住院啊,无
不知道你医院在那里几号上班,咨询地址
她听说第三代技术成功率高,咨询疗效
手术麻烦不？,咨询手术
哪里正规一点哦,咨询公司介绍
也是外面的私立医院,无
一般那个值，达到好多才不会被生化,无
我想咨询“输卵管通液要多久”,咨询手术时长
因为这个吗,咨询病因
我还是直接去医院吧，谢谢！,无
我是不是走错医院了,无
不知道该怎么办，现在那医院把我的联系全部删除拉黑了,咨询治疗方式
不排卵怎么会是,无
都做了几年了,描述就诊史
请问精子的畸形率怎么算,无
做宫腹腔镜需要多少钱，做手术过程是多长时间,咨询价格
这个上面不能发图片吗？,无
手术后月经后恢复正常嘛,咨询疗效
谢谢你，改天再咨询,无
我真的不知道自己什么时候得过，更没有治疗过，不知道什么原因,咨询病因
不用 你直接说 我这个情况得多少 到时候直接去再问问,无
导致的,无
我是说如果要手术的话,无
这个是你吗？,无
请问下清洁度为二，线索细胞1−20能做造影吗,咨询检查方式
我就是想知道这是什么原因造成的宫外孕，需要做输卵管造影吗,咨询检查方式
片子我扔了,无
哦哦 好的 我去官网看看,无
只是看了一哈情况,无
这种情况是不是就自己腌了嘛,无
我回家发给你啊,无
我加您。,确定联系意愿
结婚7年没有娃娃,无
我加你们这个医院的微信,咨询微信
左右都有,无
今年71岁，近几月同房无精液问故？怎么办？,咨询治疗方式
我就是想咨询要好多钱还有那个医院好点,无
应该都没问题吧，之前都有宝宝,咨询危害
不一定要在哪个医院打的就到哪个医院检查吧,无
没成工,无
好的，w6231061,无
百分之1.7,无
这个怎么做呀,无
我卖头孢,无
我想问一下，我之前在你们医院就诊过，但是片子跟报告单我不知道放哪里去了，有什么办法吗,描述就诊史
输卵管粘连不做手术对身体有影响没有?,咨询危害
是电话号,确定联系意愿
请问你们地址在哪儿呢？有微信公众号吗？,咨询地址
吃综药调理呢,描述就诊史
老师没有给我们片子,无
我说精子和卵子结合的意思，是不是就是把鸡鸡插进我婆娘屁股里,无
微信加起了吗？,确定联系意愿
我总共打了7个,无
腹腔沾住了咱办,咨询治疗方式
在家吃的,描述就诊史
我是移植,描述就诊史
肚子隐痛应该是子宫问题吗,咨询病因
明天去医院，预约了的，就是想咨询一下，看做哪种检查更好,咨询检查方式
济南嘉乐生殖不孕不育,无
一个6公分，一个8公分,无
十几年还能治吗,咨询治疗方式
2点8*2点0Cm,无
就是两个都要做吗,无
打电话详细聊吧,确定联系意愿
然后打了,描述就诊史
就是三月份打的,描述就诊史
合适就加,无
攀枝花没办法检查吗？,咨询检查方式
当天做了可以走路吗？,咨询恢复期
也治不好，不想吃一辈子药,无
这个我不清楚，当时也没医生这些我们也不懂,无
约明天,确定预约时间
啊我加你,确定联系意愿
就是血小板聚集率,咨询项目介绍
是的，直接通液的,描述就诊史
好像是什么送子鸟医院,咨询公司介绍
才三十多天，打算四十天去查的,确定预约时间
传统方法微创如果情况好不需要留院观察的情况,无
调理月经,咨询治疗方式
以前也看过,无
可以吃点凯贝尔蛋白锌硒,咨询食疗
男性精子有问题，也不一定是活力有问题，也可能形态有问题,描述症状
导丝疏通输通术就是腹腔镜吗？想知道？造影片子在,咨询项目介绍
哦哦  我以为你加微信是收费,无
无精症,咨询项目介绍
[奋四年了,无
就是说调理身体期间不能同房吗，因为要吃药物之类的,咨询注意事项
十六岁开始有个自慰习惯所以,无
现在吃了一个没事吧,咨询危害
都是18,无
那要怎么做呢,无
5月底做了宫外孕腹腔镜手术，现在有一个月了，我想问哈复查一些什么,咨询检查方式
你们那里可以做吗,咨询公司介绍
我问他多久在我来找他看啊,咨询上班时间
还能结吗,无
但是只是在一起那么久了没反应不知道为什么觉得有点奇怪,咨询病因
医生，可以电话沟通不,确定联系意愿
我想请问下   做完人流术  需要忌口吗？,咨询食疗
之前来过一小点血,描述症状
不是早泄，是我手淫,无
但是睡到天亮就硬起了,无
我是准备去华西的，听说华西可以,咨询公司介绍
我现在感冒还没好,无
下周吧,确定预约时间
问一下关于男性结扎的事,咨询手术
那么打促排卵的针剂后，多久会排？,咨询疗效
通畅的意思就是没堵塞,无
B超彩超,咨询检查方式
之前有四年都是体外射精，从来没中过,无
这个号码加微信啊！,确定联系意愿
好的 我加你,确定联系意愿
什么项目啊,咨询项目介绍
常规就可以了吗,无
我知道，关键是到了这个年纪，性生活冷漠，身体没有问题吗？,咨询危害
他没问题，多半是我的原因,无
我想知道怎么杀死我体内的精子,无
加不来,无
你好，这种病可以中药和西药同时治疗吗,咨询治疗方式
我先过来还可以吗？,确定预约时间
医生，我想问一下。嗯，之前身体不舒服，检查没怀孕，但现在又有了小孩，但没有吃药用，用的子宫药。没有口服对孩子有影响吗？,咨询药物
回去看看再发哈，谢谢,无
去年也是孕酮低没有保到,无
qq可以吗,确定联系意愿
介绍个好点的老师给我,无
是不是手机号错了,咨询电话
微信上没有,无
你发微信吧,确定联系意愿
什么是激素呢？吃过激素药,描述就诊史
加了，朋友资询,无
备孕前要检查那些了,咨询检查方式
一般还是等再大点更好做吗？,无
现在只想把身体医好，如果可能能话更好,咨询治疗方式
你们医院地步？,无
什么手术，疼不,咨询手术
这个月11号左右吗,确定预约时间
那算了，谢谢，我直接去医院咨询,无
生二胎喝减肥茶以后有影响吗,咨询危害
我想跟医生直接对话,咨询专家
这种情况都是建议手术吗,咨询治疗方式
三伏天做艾灸对女人输卵管堵塞有帮助吗,咨询疗效
就是问一下最多多少,无
今天做呢,确定预约时间
吃西药 促排卵,描述就诊史
明天应该可以,无
百度知道新问答，带电话+商务通！ 日提升10+咨询量！ 不限关键词，统统上排名！ 其他资源不能上的排名，百度知道通通解决！！！QQ ：1482624646微信：zhangxiaomo201314,无
如何诊断内分泌不孕,咨询检查方式
术后不流血嘛,咨询副作用
我不知道微信号是多少，微信是我儿子帮我弄的,确定联系意愿
现在是不确定是啥子问题,咨询项目介绍
不确定是孩子染色体异常，专家都还没搞懂是什么原因，,描述就诊史
我想加个微信咨询一下,咨询微信
我这年在哪里问你,无
仁寿具体个医院我没问她，我女儿是要二胎,描述就诊史
准备呢？,无
我现在就去医院的路上,确定预约时间
好的！谢谢！明天发,确定联系意愿
提前医院一下,无
请问有没有药能控制巧克力性囊肿长大的呢？因为现在有特殊原因暂时不能手术。,咨询药物
医生，怎么判断是否宫寒？我40岁了，不知道会不会宫寒影响怀孕？,咨询检查方式
我加老师,咨询微信
我打算明年六月份左右生,无
请问检查不孕不育需要预约吗,确定预约时间
不严重不用照影吧,咨询检查方式
什么时候都可以是吧，月经期间,咨询检查最佳时间
现在白天晚上都出汗心乱失眠乏力是不是雌激素低引起的更年期提前哦,咨询项目介绍
不痛怎么知道通不通,无
试纸是验孕棒？,无
就是查不出是什么原因导致的,描述就诊史
你是那里的,咨询公司介绍
效果也明显,描述就诊史
我去年11月份做了腹腔镜手术，因左侧卵巢长了囊肿，手术中又切了输卵管，半年过了月经还没来:我想问一下怎么回事,咨询病因
我主要想咨询下紧急避孕药吃了会不会影响身孕，因为我这次没有做措施，我担心怀孕,咨询药物
担心手术费用高，担心手术后对以后的身体有影响，,咨询价格
我也不知道我微信号多少是他们帮我弄的。,确定联系意愿
我想在生二胎呢，取后要保养好久呢,咨询恢复期
我要转院,无
如果不及时治疗会怎样,咨询危害
药物治疗有效吗,咨询疗效
近一点的医院吧，还是想在绵阳,咨询公司介绍
正在吃精子少的药 可以要孩子吗？,咨询注意事项
他说手术费治疗费加起，拿药一起差不多要20000万了,描述就诊史
不用打孔的？,咨询项目介绍
那改天吧，谢谢！,确定联系意愿
不知道这算什么级的,无
只是不治疗我怕引发别的疾病,咨询危害
明天吧，我要问一下才知道只做啥,确定预约时间
没事吧,无
那我现在收拾，待会也差不多中午的时候了,无
请问白带有臭味是啥原因引起的怎么治疗,咨询治疗方式
医生也没有得出病人问题  但就是有问题  能告诉我一些简单的或者一些基本的方法吗,咨询项目介绍
哪种为叫优势,咨询项目介绍
你们医院多久了？属于什么性质的医院？,咨询公司介绍
必须刮吗,无
那我和老公会生病吗？,无
干净后几天可以？,咨询项目介绍
做完人流多久来月经呢,无
一般的会不会哦、,无
我理解你说的切除是指剪断开就可以了吗？,咨询项目介绍
你们医院能做吗？如果严重 生了,咨询检查方式
她下乡了。。。不知道她电话,咨询电话
剖腹产三个月可以做流产吗,咨询项目介绍
请问在怀孕初期吵架特别生气 气到喘不过来气的那种程度会导致胎停吗？因为我这是第二胎两个月的时候胎停了，两次都有吵架很厉害很生气的情况 有好几次、关系大吗,咨询危害
成都就你们一家送子鸟对吗？,咨询公司介绍
对输卵管会造成伤害吗,咨询副作用
我是了解还可以做导丝介入疏通,咨询检查方式
手术大概需要多久   需要静养多久？,咨询疗程
老师加上没有,确定联系意愿
是我妹妹想做,确定预约时间
我现在55岁我又不要性生活了也不要生育了我想一下子切除了阿,确定预约时间
是怎么个做法呀,咨询检查方式
输暖管照影分有痛跟无痛？,咨询检查方式
要刮宫严重吗,咨询危害
会造成胎儿绮形吗,咨询副作用
有什么坏处吗,咨询副作用
啊 本来想今天去做的。那吃了饭就不可以去了啊,无
流产有没有危险啊,咨询副作用
可是我刚才做通夜真的受不了,描述就诊史
那偶尔会来吗？,无
如果长在肉里了需要多久能恢复,咨询恢复期
你好，你是乐山的妇幼保健院吗？,咨询地址
可以先用验孕棒测下吧，这个严重嘛,咨询检查方式
周六可以吧,无
如果导致怀孕了，对胎儿的健康有影响吗,咨询副作用
我在外地。过几日回来,无
风险大吗？,咨询副作用
我的意思是可以不同时间段来吗？比如我今天，我老婆过几天,确定预约时间
有危险吗,咨询副作用
微信号，谢谢,咨询微信
做通水手术  多久可以做好,咨询疗程
我们这边一个老中医很可以的，吃中药可以调理吧,咨询药物
不是高龄产妇不好吗,无
听说高龄产妇危险的,咨询副作用
有希说要一个月才可以同房,咨询注意事项
达州宣汉 还有比较正规的县医院 但是我不知道该不该私自去换医院,描述就诊史
在以前医院检查说干净了     二十多了又来红的   我这样的情况清宫休息多久,咨询恢复期
不动手术能医治吗？,咨询手术
稍等，加你微信,咨询微信
攀枝花吗,咨询地址
可以同时进行吗,无
那我这种情况有多大把握？,咨询疗效
请问哈今天宁老师来妇幼保健院坐诊了吗？,咨询专家
是不远但时间问题,咨询地址
没什么取环三个月后才能怀孕,咨询恢复期
谢谢，麻烦看一哈,无
然后想吃避孕药,咨询药物
不会有什么大问题吧,咨询项目介绍
你加得qq吗,确定联系意愿
那男生肾虚呢,咨询项目介绍
怎么乛加,咨询微信
排卵针走什么效果嘛,咨询项目介绍
怀孕了小孩会不有影响,咨询副作用
甲减是不是怀孕一直要吃药治疗呢,咨询项目介绍
流产不全有什么危害,咨询副作用
153 2977 9605方便给我来个电话,确定联系意愿
不孕不育啊,描述症状
输入你们医院名字就可以了吧,无
畸形精子多要小孩可以嘛?,咨询项目介绍
用枕头可以吗？,咨询注意事项
现问一下能制吗,咨询治疗方式
需要多少时间啊,无
右肾多襄性发育不良怀孕六个月能生吗,咨询危害
是不是打很多次就有影响？,咨询副作用
什么电打的？,咨询电话
手术结扎,描述就诊史
晚上还有病人吗,无
这个要专业人士解答,无
当天去当天可以走吗,咨询恢复期
我们去医院,描述就诊史
马上加微信,咨询微信
造影做了好久能怀孕,咨询恢复期
吃了还有用吗,咨询疗效
你们可以联系？,确定联系意愿
不是说空腹嘛！吃了一个鸡蛋和喝了中药怕 不准,咨询注意事项
加了的我跟你微信发消息嘛,确定联系意愿
听说过对身体不好，你这么说我有点……,咨询项目介绍
你们那有吗？,咨询项目介绍
我怕疏通了一段时间又堵塞了,咨询疗效
达英35,咨询药物
—般的好久蓉易,无
一般多久肚子会大,咨询项目介绍
15284734111这是我的电话，我想电话了解，你给我打电话，我们电话详聊,确定联系意愿
你先告诉我一次能成功不,咨询疗效
紧急避孕药不想吃,无
取环后多久可以吃辣椒,咨询食疗
我看见重庆，武汉等地都有送子鸟是不是你们一家啊,咨询公司介绍
你们医院有专门针对这种内分泌引起的吗,咨询项目介绍
做这个治疗需要住院吗？这个治疗多少钱,咨询住院
意思是还要做造型对吗,咨询检查方式
嗯。。你那里刚刚发了个微信吧，我等下加你吧,咨询微信
也不知道有没有残留物,咨询副作用
主任的吗这是,咨询专家
很多年了好疼苦啊！,描述症状
人流28天可以游泳吗,咨询恢复期
男生做结扎手术后还能恢复吗？,咨询恢复期
上海的一家医院,描述就诊史
不是，是想了解妇科,咨询项目介绍
马上加你微信,确定联系意愿
好的，会有延后的情况吗,无
可以给我介绍吗？,咨询项目介绍
不排卵的话是要打促排卵针吗,咨询项目介绍
宫外孕手术治疗需要多少时间,咨询疗程
精液女生可以吃吗?,无
是我女儿，卵泡发育不好，打促排针有用吗？,咨询项目介绍
我现在在外面你微信多少等下中午回去加你,咨询微信
辣的吃了会有影响吗,咨询副作用
是吗？不是说老得快吗？,咨询副作用
要晚上做什么吗,咨询检查方式
你号呢,咨询电话
我想问一下做一个试管婴儿需要做哪些准备呢,咨询项目介绍
哦，如果灌肠会好的快点吗,咨询项目介绍
但是效果不是很大,描述就诊史
现在打点滴的时候止不到疼,描述就诊史
有的怎么说要三个月呢,咨询项目介绍
我先给我儿子他们联系，后面在说好，因为他们在德阳安家,确定联系意愿
会不会长大,咨询项目介绍
13975878327 可以电话聊吗？,确定联系意愿
手术是谁做呢？,咨询专家
但是据说做了这个3个月不能怀孕,咨询项目介绍
吃了过后又和女朋友爱爱了是不是就没有效果了,咨询药物
把你的oo给我我加你,咨询QQ
中国第三代试管婴儿好久出来的,咨询项目介绍
干净后几天呢,无
你可以加我的微信吗,确定联系意愿
手术需要到5公分医院才能给做手术,无
天大不孕不育没有专家,咨询专家
你是说有可能?在四川宜宾,咨询地址
甘孜那边,咨询地址
听说以前很小，现在要做手术,描述症状
我知道我们这离成都也不远,咨询地址
一上午能不能搞定,咨询疗程
那要多久才可以喝酒呢？,咨询食疗
你们这个医院可以不做不，若通水很顺畅的话，多久可以避孕呀？,咨询检查方式
你们平时星期六人多不，要排好久队啊,无
几个月可以同房呢？,咨询注意事项
我想问这种做了手术就会好了吗,咨询手术
您说您的号,咨询电话
钱不是问题，只要能做好。,咨询疗效
知道路线,无
医院不上班,咨询上班时间
什么性质不知道,咨询项目介绍
我当然知道呀，我说的是食物,咨询食疗
备孕男宝饮食,咨询食疗
打了封闭抗体后女方喝了酒有影响吗？,咨询副作用
我现在在吃三种药。能治好吗？,咨询疗效
我就是想问一下可不可以清除,咨询项目介绍
你是女子医院的什么人,无
医生这是有还是没有,咨询项目介绍
或者我给你打？,咨询电话
放改效,无
意思是过连天如果卵泡成熟行房事是最好的是吧,咨询注意事项
我今天检查精子数和精子浓度没0请问这样的还有医的吗？,咨询治疗方式
医生还在吗,无
夜化呢,咨询项目介绍
电话沟通能保密吗,无
开刀手术,描述就诊史
请问我的这个情况还能调理过来吗,咨询疗效
比如抽烟喝酒,咨询注意事项
我用小号加你Q,咨询QQ
结扎以后可以恢复吗,咨询疗效
大型正规医院,无
过了二十四小时没有用吧,咨询项目介绍
可以出远门出去旅游吗,咨询注意事项
做了之后怎么样才能避孕？,咨询项目介绍
您真是专家呢,无
吃了对身体是不是不好啊,咨询食疗
时间需要多久呢,无
大概好久时间啊需要,无
喂牛奶,无
可以补吗,咨询项目介绍
我以后你是医生，如果不是，你还是接近医生了,无
实在不行就手术,咨询手术
依你所见、一个疗程了、究竟消除的完不炎症,咨询项目介绍
50岁了，经期久，影响贫血，医生说切除手术，有什么危害,咨询危害
我就是想问吃约能不能解决的啊,咨询药物
咨询医生,咨询专家
如果复苏是不是有影响,咨询副作用
qq上可以说吗？,确定联系意愿
弄进去也不会？,咨询项目介绍
医生是不是在这里面不方便说啊，你给我大概的介绍一下吧。,咨询项目介绍
特别想吃辣?,描述症状
我们能qq聊吗,确定联系意愿
是不是要日批？,咨询项目介绍
医生说这两天会排卵 是吗,咨询项目介绍
请问你们医院是在哪里，正规医院吗？,咨询地址
你好找下你们竞价联系否词吧,确定联系意愿
麻烦电话联系我,确定联系意愿
明天我要做人流。需要注意什么吗？,咨询注意事项
复通手术。,描述就诊史
A级5%,无
我想问一下通液一般多少次疏通,咨询检查方式
我做了人流后子宫内膜薄，而且还有两个0.8乘0.6的小结节，可以补佳乐吗？有影响吗,咨询危害
可以的，这个还是有医生帮我问诊的是吗,咨询专家
你是难医生还是女？,无
会不会时间太短了,咨询项目介绍
我女盆友  21岁  已经预约了手术  我只是问一下手术后需要注意什么,咨询注意事项
做试管婴儿大概需要多少时间,咨询项目介绍
你们是不是正规医院医术怎么样哟,咨询公立私立
年龄和结扎时间,无
是的。现在备孕，上个月都没怀上，不知道是不是上次人流留下什么后遗症了,咨询副作用
还想吃辣的,描述症状
反正现在私立医院的名声大臭了，蒲田系弄的太差了尽整钱还耽误病情,咨询公立私立
两个月左右才看得到胚芽吗？,咨询项目介绍
哦哦，我是做试管，现在要移植冻胚！要监测排卵,确定预约时间
手术应注意哪些,咨询手术
吃了螃蟹对做造影有没有影响,咨询注意事项
结扎了可不可以射在里面,咨询注意事项
做试管婴儿检查，需要带些什么,咨询项目介绍
24天的周期,无
手术实在是太痛了,描述就诊史
安怀和做皮埋哪一个对身体好,咨询项目介绍
就想问问要多长时间,无
没有什么帮助的 我下次月经完了就去 我就是想知道可不可以用力气,咨询注意事项
我挂了省医院一级专家的号再去问问,描述就诊史
请老师指点,无
要做什么措施呢,咨询项目介绍
针对眼球震颤,无
无痛需要多少？好想听说很痛,咨询价格
恩，我看看明天几点下班,无
还有其他的吗？要承担什么样的风险？,咨询副作用
头半个月纹了眉，能要娃娃不,咨询危害
要带什么东西吗,咨询注意事项
你是老师吗,无
副作用大还不来月经,描述就诊史
但是怕疼，之前做过,描述就诊史
一般来说，月经过后几天同房是最好的呀,咨询注意事项
有点害怕做刮诊，很痛的,描述就诊史
主要是怕痛,咨询疼痛程度
13:14:50通水需要几天时间,咨询检查方式
肯定这个做正规的啊，,确定预约时间
试管要打多少针才行,咨询项目介绍
可是疼😣,描述症状
另一侧粘连可以做手术？成功率高不高？,咨询手术
装了以后有没有什么影响啊,咨询副作用
说要调理好几年,描述就诊史
一般情况需要多久？,无
排出来需要多久,咨询项目介绍
我还有搜索到，就是检查完过后，后面几天会有出血的现象吗？,咨询副作用
你好 做试管婴儿需要多长时间？,咨询项目介绍
请假要请多久,无
你们医院年前还做检查吗,咨询检查最佳时间
你的网名叫什么,咨询微信
偏薄的话他后面会不会长厚,咨询项目介绍
请问受精到正式怀孕这个过程需要多长时间？,咨询项目介绍
那无痛了,咨询疼痛程度
要多长时间哦,无
有人说去私立医院，没病都会检查出来有病,咨询公立私立
我就是问提前做好什么准备在来,咨询注意事项
到这来，做好久动车呢？,无
丁院长明天坐诊吗？,咨询专家
日批会不会流血,咨询项目介绍
到底是做了一半还是没有     我都痛的不清楚   不确定,咨询检查方式
直接输送子鸟医院嘛,咨询公司介绍
可是那个医院是私人的。,咨询公司介绍
后期会不会消失,咨询项目介绍
剖腹太痛了。我想第二个顺产。,无
手术要做好久的,咨询手术
现在，准备手术,确定预约时间
去医院做治疗一次可以痊愈吗,咨询疗效
龚小燕现在怎么样？刚才到你们医院。现在在动手术。,描述就诊史
还骗人说是公立的,咨询公立私立
不能动吗？,无
我这会还在上班,无
我们是新都龙桥的，到你们那里有好多公里路啊！,咨询地址
我是现在想吃减肥药，我不知道一两年以后会不会影响,咨询副作用
一般多久才能看到,无
有的说要半个月,咨询项目介绍
要准备些什么,咨询注意事项
中期是好久到多久,咨询项目介绍
提前准备,咨询注意事项
流程需要怎样呢？孩子马上去学校，时间不方便，需要定好直接来？,咨询疗程
我现在可以打孔吗,咨询项目介绍
要做多久？,咨询检查方式
切除半肝是不是术后生活质量很差,咨询副作用
吃减肥药会导致不孕不育吗？,咨询副作用
1.0xO.8,描述症状
自己去做的,描述就诊史
在绵阳中心医院,描述就诊史
有 双方都没问题,描述症状
在的，在你们哪里查过的，谭怀敏医生那里,描述就诊史
现在能帮我看哈吗？,确定预约时间
第二个那种,咨询项目介绍
就想调理月经,确定预约时间
这里聊不行吗,确定联系意愿
报告在家里，我回家了给你发，现在在上班,描述就诊史
有报告,描述就诊史
为什么我发的问题没有显示出来,咨询项目介绍
还没有 明天去做,确定预约时间
那怎么做呢？,咨询检查方式
结婚三年从未怀过孕，能帮我看看报告是否合格么,咨询项目介绍
精子存活一般,描述症状
HCG38000多,无
医生就是喊做手术,描述就诊史
我在上班，没法发图片,确定联系意愿
我洗的也很勤啊,无
这种情况希望还大不,咨询项目介绍
没有什么大问题,咨询危害
可不可以帮我看一下报告呢,咨询项目介绍
我们县医院,描述就诊史
做完后会流很多出来,描述就诊史
已经停止了,描述症状
会不会我干家务弄的,咨询病因
一般输液能好吗？,咨询疗效
付青义,无
如果以后，还想生的话，是可以通过动手术吗？,咨询手术
精液常规检查禁欲47小时做的正常吗,咨询项目介绍
请问我已经结扎了有十年了，还能接好吗,咨询疗效
有，是通的啊,描述就诊史
怎么确定是我的 ？,咨询项目介绍
她说要不就做手术,咨询手术
男人结扎了还能接好吗,咨询手术
但上个月。我老公一直咳。中西药都吃了  有影响吗,咨询药物
呃呃，我想在你们这来看病的，因为那个病人是在你们这怀上的，说有什么签约治疗,确定预约时间
那是动哪里啊？,咨询项目介绍
也没有，就吃了些中药,咨询药物
那该怎么摩吗,咨询项目介绍
做照影检查，还有什么我忘记了,咨询检查方式
避孕套不舒服,无
做人工授精，需要排队吗？,无
检查输卵管造影需要注意什么吗,咨询检查方式
两百多有哪些项目。,咨询项目介绍
是每天都要去医院吗,无
也是这样做的呢、,描述就诊史
一根是红的第二根是有点浅,描述就诊史
突突突,无
等一会儿再说,确定联系意愿
做一次造影。如果不通要怎么办,咨询治疗方式
还没有，她怕痛,咨询疼痛程度
停她们说做了手术也要长是吧,咨询疗效
男的有患过前列腺,描述症状
可以加微信吗，我手机没在我手上，接不了电话,咨询微信
吃了紧急避孕药 一个月后没有怀孕 是怎么回事呢？,咨询药物
